时间,地区,0#柴油_价格,0#柴油_上期价格,0#柴油_涨跌,89#汽油_价格,89#汽油_上期价格,89#汽油_涨跌,92#汽油_价格,92#汽油_上期价格,92#汽油_涨跌,95#汽油_价格,95#汽油_上期价格,95#汽油_涨跌,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-11-08 00:00:00,天津,7.87,7.99,-0.12,7.59,7.70,-0.11,8.19,8.30,-0.11,8.65,8.77,-0.12,2109,2023-11-08 00:00:00,1,0,2024-06-24 17:20:14,0,2024-06-24 17:20:14,,,
2023-11-08 00:00:00,浙江,7.85,7.97,-0.12,7.57,7.67,-0.10,8.16,8.27,-0.11,8.68,8.80,-0.12,2110,2023-11-08 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-11-08 00:00:00,内蒙古,7.73,7.85,-0.12,,,,8.12,8.24,-0.12,8.67,8.79,-0.12,2111,2023-11-08 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-11-08 00:00:00,新疆,7.64,7.76,-0.12,,,,7.98,8.10,-0.12,8.55,8.67,-0.12,2112,2023-11-08 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,安徽,8.02,8.08,-0.06,7.74,7.79,-0.05,8.25,8.31,-0.06,8.83,8.88,-0.05,2113,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,海南,8.07,8.13,-0.06,8.68,8.73,-0.05,9.42,9.47,-0.05,10.01,10.07,-0.06,2114,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,河北,7.99,8.05,-0.06,7.70,7.75,-0.05,8.30,8.36,-0.06,8.77,8.83,-0.06,2115,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,河南,7.97,8.03,-0.06,,,,8.31,8.37,-0.06,8.88,8.94,-0.06,2116,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,黑龙江,7.77,7.83,-0.06,,,,8.27,8.32,-0.05,8.86,8.92,-0.06,2117,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,湖北,7.98,8.04,-0.06,,,,8.32,8.37,-0.05,8.90,8.96,-0.06,2118,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,福建,7.98,8.04,-0.06,7.69,7.74,-0.05,8.26,8.32,-0.06,8.82,8.88,-0.06,2119,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,甘肃,7.88,7.94,-0.06,7.68,7.73,-0.05,8.31,8.36,-0.05,8.87,8.93,-0.06,2120,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,广东,7.99,8.05,-0.06,7.73,7.78,-0.05,8.32,8.38,-0.06,9.02,9.08,-0.06,2121,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,广西,8.04,8.10,-0.06,7.79,7.84,-0.05,8.36,8.42,-0.06,9.03,9.09,-0.06,2122,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,贵州,8.09,8.15,-0.06,7.96,8.01,-0.05,8.44,8.49,-0.05,8.91,8.97,-0.06,2123,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,湖南,8.05,8.11,-0.06,7.73,7.78,-0.05,8.25,8.31,-0.06,8.77,8.83,-0.06,2124,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,吉林,7.90,7.96,-0.06,,,,8.27,8.32,-0.05,8.92,8.98,-0.06,2125,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,江苏,7.94,8.00,-0.06,7.75,7.81,-0.06,8.27,8.33,-0.06,8.80,8.86,-0.06,2126,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,江西,8.03,8.10,-0.07,7.68,7.73,-0.05,8.26,8.32,-0.06,8.87,8.93,-0.06,2127,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,辽宁,7.88,7.94,-0.06,,,,8.32,8.36,-0.04,8.87,8.91,-0.04,2128,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,宁夏,7.86,7.92,-0.06,7.74,7.79,-0.05,8.20,8.26,-0.06,8.66,8.72,-0.06,2129,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,青海,7.90,7.96,-0.06,7.76,7.81,-0.05,8.26,8.32,-0.06,8.86,8.92,-0.06,2130,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,山东,7.89,7.95,-0.06,7.68,7.73,-0.05,8.27,8.32,-0.05,8.87,8.93,-0.06,2131,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,山西,8.06,8.12,-0.06,7.72,7.77,-0.05,8.25,8.30,-0.05,8.90,8.96,-0.06,2132,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,陕西,7.87,7.93,-0.06,7.72,7.77,-0.05,8.18,8.24,-0.06,8.65,8.71,-0.06,2133,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,四川,8.02,8.08,-0.06,7.79,7.85,-0.06,8.40,8.45,-0.05,8.98,9.04,-0.06,2134,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,西藏,8.52,8.58,-0.06,8.66,8.71,-0.05,9.18,9.23,-0.05,9.71,9.77,-0.06,2135,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,云南,8.05,8.11,-0.06,7.78,7.84,-0.05,8.45,8.51,-0.06,9.07,9.13,-0.06,2136,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,上海,7.96,8.03,-0.07,7.71,7.77,-0.06,8.27,8.32,-0.05,8.80,8.86,-0.06,2137,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,重庆,8.04,8.10,-0.06,7.91,7.96,-0.05,8.36,8.42,-0.06,8.84,8.90,-0.06,2138,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,北京,8.04,8.10,-0.06,7.78,7.83,-0.05,8.31,8.36,-0.05,8.84,8.90,-0.06,2139,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,天津,7.99,8.05,-0.06,7.70,7.75,-0.05,8.30,8.36,-0.06,8.77,8.83,-0.06,2140,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,浙江,7.97,8.03,-0.06,7.67,7.72,-0.05,8.27,8.33,-0.06,8.80,8.86,-0.06,2141,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,内蒙古,7.85,7.91,-0.06,,,,8.24,8.29,-0.05,8.79,8.85,-0.06,2142,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-25 00:00:00,新疆,7.76,7.82,-0.06,,,,8.10,8.15,-0.05,8.67,8.73,-0.06,2143,2023-10-25 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,安徽,8.08,8.15,-0.07,7.79,7.85,-0.06,8.31,8.37,-0.06,8.88,8.96,-0.08,2144,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,海南,8.13,8.20,-0.07,8.73,8.80,-0.07,9.47,9.54,-0.07,10.07,10.14,-0.07,2145,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,河北,8.05,8.12,-0.07,7.75,7.81,-0.06,8.36,8.43,-0.07,8.83,8.90,-0.07,2146,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,河南,8.03,8.10,-0.07,,,,8.37,8.44,-0.07,8.94,9.01,-0.07,2147,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,黑龙江,7.83,7.90,-0.07,,,,8.32,8.39,-0.07,8.92,8.99,-0.07,2148,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,湖北,8.04,8.10,-0.06,,,,8.37,8.44,-0.07,8.96,9.04,-0.08,2149,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,福建,8.04,8.10,-0.06,7.74,7.81,-0.07,8.32,8.39,-0.07,8.88,8.96,-0.08,2150,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,甘肃,7.94,8.01,-0.07,7.73,7.79,-0.06,8.36,8.43,-0.07,8.93,9.00,-0.07,2151,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,广东,8.05,8.12,-0.07,7.78,7.84,-0.06,8.38,8.45,-0.07,9.08,9.15,-0.07,2152,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,广西,8.10,8.17,-0.07,7.84,7.90,-0.06,8.42,8.49,-0.07,9.09,9.17,-0.08,2153,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,贵州,8.15,8.21,-0.06,8.01,8.08,-0.07,8.49,8.56,-0.07,8.97,9.05,-0.08,2154,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,湖南,8.11,8.18,-0.07,7.78,7.85,-0.06,8.31,8.37,-0.07,8.83,8.90,-0.07,2155,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,吉林,7.96,8.02,-0.06,,,,8.32,8.39,-0.07,8.98,9.05,-0.07,2156,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,江苏,8.00,8.07,-0.07,7.81,7.87,-0.06,8.33,8.40,-0.07,8.86,8.93,-0.07,2157,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,江西,8.10,8.16,-0.06,7.73,7.80,-0.07,8.32,8.39,-0.07,8.93,9.00,-0.07,2158,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,辽宁,7.94,8.01,-0.07,,,,8.36,8.40,-0.04,8.91,8.96,-0.05,2159,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,宁夏,7.92,7.99,-0.07,7.79,7.85,-0.06,8.26,8.32,-0.06,8.72,8.79,-0.07,2160,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,青海,7.96,8.03,-0.07,7.81,7.87,-0.06,8.32,8.39,-0.07,8.92,8.99,-0.07,2161,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,山东,7.95,8.02,-0.07,7.73,7.79,-0.06,8.32,8.39,-0.07,8.93,9.00,-0.07,2162,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,山西,8.12,8.19,-0.07,7.77,7.84,-0.07,8.30,8.37,-0.07,8.96,9.04,-0.08,2163,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,陕西,7.93,8.00,-0.07,7.77,7.84,-0.07,8.24,8.31,-0.07,8.71,8.78,-0.07,2164,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,四川,8.08,8.15,-0.07,7.85,7.91,-0.06,8.45,8.52,-0.07,9.04,9.11,-0.07,2165,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,西藏,8.58,8.64,-0.06,8.71,8.77,-0.06,9.23,9.30,-0.07,9.77,9.84,-0.07,2166,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,云南,8.11,8.18,-0.07,7.84,7.90,-0.06,8.51,8.58,-0.07,9.13,9.21,-0.07,2167,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,上海,8.03,8.09,-0.06,7.77,7.83,-0.06,8.32,8.39,-0.07,8.86,8.93,-0.07,2168,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,重庆,8.10,8.17,-0.07,7.96,8.02,-0.06,8.42,8.49,-0.07,8.90,8.97,-0.07,2169,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,北京,8.10,8.17,-0.07,7.83,7.89,-0.06,8.36,8.43,-0.07,8.90,8.98,-0.08,2170,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,天津,8.05,8.12,-0.07,7.75,7.81,-0.06,8.36,8.43,-0.07,8.83,8.90,-0.07,2171,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,浙江,8.03,8.09,-0.06,7.72,7.78,-0.06,8.33,8.40,-0.07,8.86,8.93,-0.07,2172,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,内蒙古,7.91,7.98,-0.07,,,,8.29,8.36,-0.07,8.85,8.92,-0.07,2173,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-10-11 00:00:00,新疆,7.82,7.88,-0.06,,,,8.15,8.21,-0.06,8.73,8.79,-0.06,2174,2023-10-11 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,安徽,8.15,7.83,0.32,7.85,7.57,0.28,8.37,8.07,0.30,8.96,8.63,0.33,2175,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,海南,8.20,7.88,0.32,8.80,8.51,0.29,9.54,9.23,0.31,10.14,9.81,0.33,2176,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,河北,8.12,7.80,0.32,7.81,7.52,0.29,8.43,8.12,0.31,8.90,8.57,0.33,2177,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,河南,8.10,7.78,0.32,,,,8.44,8.13,0.31,9.01,8.68,0.33,2178,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,黑龙江,7.90,7.59,0.31,,,,8.39,8.08,0.31,8.99,8.66,0.33,2179,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,湖北,8.10,7.79,0.31,,,,8.44,8.13,0.31,9.04,8.71,0.33,2180,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,福建,8.10,7.79,0.31,7.81,7.52,0.29,8.39,8.08,0.31,8.96,8.63,0.33,2181,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,甘肃,8.01,7.69,0.32,7.79,7.51,0.28,8.43,8.12,0.31,9.00,8.67,0.33,2182,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,广东,8.12,7.80,0.32,7.84,7.56,0.28,8.45,8.14,0.31,9.15,8.82,0.33,2183,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,广西,8.17,7.85,0.32,7.90,7.61,0.29,8.49,8.18,0.31,9.17,8.83,0.34,2184,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,贵州,8.21,7.90,0.31,8.08,7.78,0.30,8.56,8.25,0.31,9.05,8.72,0.33,2185,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,湖南,8.18,7.86,0.32,7.85,7.56,0.29,8.37,8.07,0.31,8.90,8.58,0.33,2186,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,吉林,8.02,7.71,0.31,,,,8.39,8.08,0.31,9.05,8.72,0.33,2187,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,江苏,8.07,7.75,0.32,7.87,7.58,0.29,8.40,8.09,0.31,8.93,8.60,0.33,2188,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,江西,8.16,7.84,0.32,7.80,7.51,0.29,8.39,8.08,0.31,9.00,8.67,0.33,2189,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,辽宁,8.01,7.70,0.31,,,,8.40,8.09,0.31,8.96,8.63,0.33,2190,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,宁夏,7.99,7.68,0.31,7.85,7.56,0.29,8.32,8.02,0.30,8.79,8.47,0.32,2191,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,青海,8.03,7.71,0.32,7.87,7.58,0.29,8.39,8.08,0.31,8.99,8.66,0.33,2192,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,山东,8.02,7.71,0.31,7.79,7.51,0.28,8.39,8.08,0.31,9.00,8.67,0.33,2193,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,山西,8.19,7.87,0.32,7.84,7.55,0.29,8.37,8.07,0.30,9.04,8.71,0.33,2194,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,陕西,8.00,7.68,0.32,7.84,7.55,0.29,8.31,8.00,0.31,8.78,8.45,0.33,2195,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,四川,8.15,7.84,0.31,7.91,7.62,0.29,8.52,8.22,0.30,9.11,8.78,0.33,2196,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,西藏,8.64,8.33,0.31,8.77,8.49,0.28,9.30,8.99,0.31,9.84,9.51,0.33,2197,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,云南,8.18,7.86,0.32,7.90,7.61,0.28,8.58,8.27,0.31,9.21,8.87,0.33,2198,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,上海,8.09,7.78,0.31,7.83,7.54,0.29,8.39,8.08,0.31,8.93,8.60,0.33,2199,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,重庆,8.17,7.86,0.31,8.02,7.73,0.29,8.49,8.18,0.31,8.97,8.64,0.33,2200,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,北京,8.17,7.85,0.32,7.89,7.60,0.29,8.43,8.12,0.31,8.98,8.65,0.33,2201,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,天津,8.12,7.80,0.32,7.81,7.52,0.29,8.43,8.12,0.31,8.90,8.57,0.33,2202,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,浙江,8.09,7.78,0.31,7.78,7.50,0.28,8.40,8.09,0.31,8.93,8.60,0.33,2203,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,内蒙古,7.98,7.66,0.32,,,,8.36,8.05,0.31,8.92,8.59,0.33,2204,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-09-21 00:00:00,新疆,7.88,7.57,0.31,,,,8.21,7.90,0.31,8.79,8.46,0.33,2205,2023-09-21 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-08-24 00:00:00,安徽,7.83,7.79,0.04,7.57,7.52,0.05,8.07,8.03,0.04,8.63,8.59,0.04,2206,2023-08-24 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-08-24 00:00:00,海南,7.88,7.83,0.05,8.51,8.47,0.04,9.23,9.19,0.04,9.81,9.76,0.05,2207,2023-08-24 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-08-24 00:00:00,河北,7.80,7.75,0.05,7.52,7.48,0.04,8.12,8.07,0.05,8.57,8.53,0.04,2208,2023-08-24 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-08-24 00:00:00,河南,7.78,7.73,0.05,,,,8.13,8.09,0.04,8.68,8.63,0.05,2209,2023-08-24 00:00:00,1,0,2024-06-24 17:20:18,0,2024-06-24 17:20:18,,,
2023-08-24 00:00:00,黑龙江,7.59,7.54,0.05,,,,8.08,8.04,0.04,8.66,8.61,0.05,2210,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,湖北,7.79,7.74,0.05,,,,8.13,8.09,0.04,8.71,8.66,0.05,2211,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,福建,7.79,7.74,0.05,7.52,7.48,0.04,8.08,8.04,0.04,8.63,8.58,0.05,2212,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,甘肃,7.69,7.65,0.04,7.51,7.46,0.05,8.12,8.08,0.04,8.67,8.62,0.05,2213,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,广东,7.80,7.75,0.05,7.56,7.52,0.04,8.14,8.10,0.04,8.82,8.77,0.05,2214,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,广西,7.85,7.80,0.05,7.61,7.57,0.04,8.18,8.13,0.05,8.83,8.79,0.04,2215,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,贵州,7.90,7.85,0.05,7.78,7.74,0.04,8.25,8.21,0.04,8.72,8.67,0.05,2216,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,湖南,7.86,7.82,0.05,7.56,7.52,0.04,8.07,8.02,0.04,8.58,8.53,0.05,2217,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,吉林,7.71,7.66,0.05,,,,8.08,8.04,0.04,8.72,8.67,0.05,2218,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,江苏,7.75,7.71,0.04,7.58,7.54,0.04,8.09,8.05,0.04,8.60,8.56,0.04,2219,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,江西,7.84,7.80,0.04,7.51,7.47,0.04,8.08,8.03,0.05,8.67,8.63,0.04,2220,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,辽宁,7.70,7.65,0.05,,,,8.09,8.05,0.04,8.63,8.58,0.05,2221,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,宁夏,7.68,7.63,0.05,7.56,7.52,0.04,8.02,7.97,0.05,8.47,8.43,0.04,2222,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,青海,7.71,7.67,0.04,7.58,7.54,0.04,8.08,8.03,0.05,8.66,8.61,0.05,2223,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,山东,7.71,7.66,0.05,7.51,7.47,0.04,8.08,8.04,0.04,8.67,8.63,0.04,2224,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,山西,7.87,7.82,0.05,7.55,7.51,0.04,8.07,8.02,0.05,8.71,8.66,0.05,2225,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,陕西,7.68,7.64,0.04,7.55,7.51,0.04,8.00,7.96,0.04,8.45,8.41,0.04,2226,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
2023-08-24 00:00:00,四川,7.84,7.79,0.05,7.62,7.58,0.04,8.22,8.17,0.05,8.78,8.73,0.05,2227,2023-08-24 00:00:00,1,0,2024-06-24 17:20:23,0,2024-06-24 17:20:23,,,
