fxDate,tempMax,tempMin,textDay,textNight,windDirDay,windScaleDay
20251108,26,20,中雨,中雨,西北风,2
20251109,23,20,小雨,小雨,西北风,2
20251110,23,19,阴,阴,北风,2
20251111,20,16,小雨,小雨,北风,2
20251112,18,14,小雨,小雨,北风,2
20251113,20,15,小雨,小雨,西风,1
20251114,23,12,晴,晴,西北风,2
20251115,23,12,多云,多云,东风,1
20251116,24,13,晴,晴,东风,1
20251117,22,11,阴,阴,西风,2
20251118,16,11,多云,多云,西风,2
